cleaned_text,label_numeric,label,dominant_topic
"What Trump Wants To Do To Your Children Would Break The Law Donald Trump recently gave a speech to the American Legion about the plans he has in mind for the children of America, and if he got his way it would affect every single one of them. But it would also break the law.Trump, playing to an audience with obvious military ties, brought up the idea of enforcing patriotism on children as part of the school curriculum.Republican presidential candidate Donald Trump signaled Thursday plans to seek nationwide changes to school curricula with the goal of promoting American pride and patriotism in America s schools. In a Trump administration, I plan to work directly with the American Legion to uphold our common values and to help ensure they are taught to America s children, Trump said, speaking at the American Legion s annual convention in Cincinnati.While the candidate argued that We want our kids to learn the incredible achievements of America s history, its institutions and its heroes, doing so from the presidency would, in fact, break the law.Military Times, in their coverage of Trump s remarks, points this fact out:The comments suggested a federal government intervention in the programs of locally run schools, which is prohibited under federal law.The comment is also ironic, as Trump has repeatedly claimed that he is opposed to Common Core because it supposedly imposes a top-down federal program in schools. In reality, the Common Core seeks to raise educational standards by rewarding local schools for improvements in their curriculum devised in the way they see fit, not as a top-down federal mandate.It is also unclear what brand of patriotism Trump would decide to enforce on American children. Throughout the campaign, he has advocated the idea that in his view certain races and faiths particularly the Latino race and Muslim religion are inferior and not worthy of Constitutional protections, when the actual Constitution makes no such distinctions. How could someone with that view seriously define patriotism for American children in all 50 states?Featured image via Flickr",0,Fake,2
"Utah Republicans defend Romney after Bannon's 'Mormon' jab WASHINGTON - Utah Republicans on Wednesday rallied around Mitt Romney, their party’s former presidential nominee, a day after former senior White House aide Steve Bannon accused him of having used his Mormon religion to avoid military service. Bannon’s attack on Romney’s character came in a fiery speech in Alabama where the former chief strategist for President Donald Trump was campaigning for Republican Senate candidate Roy Moore. “You avoided service, brother ... you hid behind your religion,” Bannon said at the rally, adding that Romney’s sons had also not served in the military and pointing to Moore’s service during the Vietnam War. The war of words was the latest episode highlighting the schism in the Republican party between establishment conservatives and the rise of Trump and his one-time strategist Bannon. Romney, 70, a former governor of Massachusetts who later moved to Utah, has mulled a run for the seat of Utah Republican U.S. Senator Orrin Hatch, 83, who is deciding whether to retire. Hatch was among Utah Republicans who came to Romney’s defense. “Bannon’s attacks ... are disappointing and unjustified,” said Hatch, a fellow Mormon like many in the state. Utah Governor Gary Herbert, in a tweet, praised Romney and his family as honorable and said “Utahns reject the ugly politics and tactics of @SteveKBannon. #stayout.” “You can’t credibly call into question his patriotism or moral character—especially on the basis of his religious beliefs or his outstanding service as a missionary,” U.S. Senator Mike Lee also said, calling Romney “a good man.” Romney, who lost the 2012 election to Democratic former president Barack Obama, has been a vocal critic of Trump as well as Bannon’s politics. Trump has fired back and criticized Romney’s failed presidential run. Tensions between Trump and Romney have lingered even though Trump once considered him for secretary of state. On Monday, Trump told reporters he wanted Hatch to seek re-election. A day later, he called Romney, according to White House officials. “It was a good and positive conversation,” White House spokeswoman Sarah Sanders said. A source close to Romney confirmed the conversation, describing it as “a courtesy call.”",1,Real,4
"Fox News Shamefully Tries To Pass Off Obama’s Economic Achievements As Trump’s And Gets POUNDED For It Fox News made a desperate effort to convince everyone that Donald Trump is having more economic success than President Obama did, and it was shamefully dishonest.Trump has been touting his first 100 days as the best since World War II despite the fact that his first three months in office have been a complete embarrassment. No major legislation has been signed and Trump has issued a ton of destructive executive orders.Trump has been especially bragging about the economy, and Fox News tried to help him by comparing the economy after Trump s first 100 days with the economies under Obama, George W. Bush and Bill Clinton in their first 100 days.Dow Jones Industrial Average Change after first 3 months in office: Trump vs. Obama vs. Bush vs. Clinton. pic.twitter.com/ve8RqFCByx Fox News April 29, 2017Hourly wages after the President s first 3 months in office: Trump vs. Obama vs. Bush vs. Clinton. pic.twitter.com/KMjQHBTEEd Fox News April 29, 2017Jobless rate after first 3 months: Trump vs. Obama vs. Bush vs. Clinton. pic.twitter.com/w8FzJJ9nXc Fox News April 29, 2017Jobs added during first 2 months Trump vs. Obama vs. Bush vs. Clinton. pic.twitter.com/paBPjhfNiN Fox News April 29, 2017However, Fox News apparently ignored the fact that presidents inherit the state of the economy from their predecessors.For instance, President Obama inherited the Great Recession from President Bush, which is why the economy during his first 100 days stood in shambles as 1.5 million jobs were lost, unemployment topped 9 percent, and GDP dropped by 5 percent.In other words, President Obama was not responsible for those economic losses. But he did reverse them.After eight years in office, President Obama managed to bring down the unemployment rate to 4.8 percent, oversaw the longest streak of job creation on record and created 11.3 million jobs. Obama s best year for average GDP growth was in 2015 at 2.6 percent, but he did have many months that topped three percent. And he did all of this despite Republican obstruction at every turn.Donald Trump inherited Obama s economy, which is why he is touting it as his achievement. The fact is, however, that we won t really know what Trump s economy will be until his policies take effect.So far, Trump has touted 500,000 jobs created, but that number is lower because he included the entire month of January, which rightfully should be in Obama s column. Trump s first three months in office also shows a GDP of 0.7 percent, far lower than the 4 percent he promised on the campaign trail.But again, Trump inherited Obama s economy, so he owes the positive growth rate that he is starting with to President Obama.When it comes to wages, Trump also doesn t have a leg to stand on. Many states passed laws increasing the minimum wage in 2015 and 2016, many of which went into effect this year. Meanwhile, the federal minimum wage remains at $7.25 an hour. Republicans refused to raise the federal wage during Obama s presidency. Trump himself opposes raising the minimum wage and his first Labor Secretary appointee supported killing minimum wage laws entirely. Republicans also still largely oppose the minimum wage. With that much opposition to minimum wage, including Trump s own opposition against it, he can hardly take credit for the minimum wage boosts that have occurred.These graphics were incredibly misleading and were clearly designed to make Trump look good at the expense of President Obama. But the tweets backfired spectacularly as Twitter users pointed out that they were not only lies, but demonstrated that Republican presidents inherit good economies from Democratic What a stupid comparison Obama inherited Bush s & Trump inherited Obama s. The rate of job growth has declined 50% under Trump. William LeGate April 29, Fixed it for you, @FoxNews pic.twitter.com/XXcvDiWc3B Danny Sullivan April 29, FOX just proved that Republicans leave office with high unemployment rates and Democrats fix it. Tony Posnanski April 29, This is an ad for Democrats. Matthew Savener April 29, The most misleading statistic imaginable. Are Fox viewers really stupid enough to fall for this shit? WideAngle_ April 29, @FoxNews They keep running this bullshit. It just indicates the terrible economy that Clinton & Obama inherited from their GOP predecessor. Kevin Bartner April 29, That s a dumb tweet. Here s some Labor data pic.twitter.com/206gM9aPbf Robert Maguire April 29, Looks like Clinton and Obama did a great job of setting up their successors, who then screwed things up! Thanks Clinton and Obama! Alex Zalben April 29, 2017So Democratic presidents have inherited economic messes and have left the economy in much better shape for their GOP successors. Got it. Julie Roginsky April 29, 2017Fox News just got owned.Featured Image: Win McNamee/Getty Images",0,Fake,7
"Republican Viciously Attacks McCain: Give Me Your Job, You Clearly Can’t Do It A Republican state senator from Arizona, Kelli Ward, has unleashed a veiled, but nonetheless vicious, attack against Senator John McCain in the wake of his brain tumor diagnosis, and her whole entire attitude positively reeks of someone trying to bury McCain before he s gone. In discussing who Arizona Gov. Doug Ducey could appoint to replace McCain, should he step down, she actually gave this as her reason for she should be the person to take his place: Because I have a proven track record of years in the state Senate of being extremely effective and of listening to the voice of the people that I represent. And you know, I made an extremely good showing against Senator McCain against all odds. Ward tried to primary McCain in 2016 and lost. She launched a campaign against Senator Jeff Flake for 2018 almost as soon as she lost to McCain. Furthermore, while she was running against McCain in last year s primaries, she said he was old and weak and could die while in office.All of this smacks of someone thinking, Oh look! McCain s going to die! I have another chance to take his seat! It s disgusting, really.If she were appointed to take McCain s place, she ll have some early enemies in the Senate because of her behavior. Sen. Joe Manchin shredded her on Twitter over this:In all the ways I measure good Senate colleagues Kelli Ward falls short. Ppl like her aren t welcome in the US Sen Senator Joe Manchin July 22, 2017People like Kelli Ward are what s wrong with politics today. The people of AZ deserve representatives with dignity & decency. Senator Joe Manchin July 22, 2017Ward insists that this is about McCain s health and what s best for Arizona and the country as a whole, but really, she s just an grubby-handed opportunist. She s just like Trump, and the last thing we need in our government is more Trumps.Featured image via Win McNamee/Getty Images",0,Fake,2
"This Writer HILARIOUSLY Pranked Trump After Tricking The GOP Candidate Into Following Him Hillary Clinton often talks about how Donald Trump can be baited with a tweet, and thus he s ill-suited to be President of the United States because he can t be trusted with his Twitter account, let alone the nuclear codes.One Twitter user just tested this theory, and the results were absolutely hilarious.Eric Curtin, otherwise known as @dubsteps4dads on Twitter, is a self-described writer for things and to the rest of us, he s a f*cking genius.He recently tweeted out this series of images that shows his brilliant level of trolling. And who did he troll? None other than Republican presidential nominee, Donald J. Trump.Trump doesn t follow many people at all on Twitter, but when Curtin tweeted @realDonaldTrump follow me back so I can DM i have important info about hillary the GOP nominee quickly took the bait and followed him back.What happened next is pure comedy genius.First, came the initial invitation to Trump:Then came the follow by Trump:Followed by the direct message to Trump: Then the immediate block by Trump:Curtin then tweeted out a wrap-up of all that transpired with the simple caption: life comes at you fast. life comes at you fast pic.twitter.com/eh48IXb3nP spooky turtle October 23, 2016I don t know about you, but that s pretty damn hilarious. Not only that, it proves Hillary correct that Trump can very easily be baited with a tweet. He s also apparently extremely desperate for dirt on Hillary because he followed back a random Twitter account.This is yet another reason Trump can t be allowed anywhere near the Oval Office.Featured Photo by Scott Olson, Frederick M. Brown/Getty Images Twitter",0,Fake,5
"Billionaire Mark Cuban Just DESTROYED Trump’s Presidency With Some Really, REALLY Bad News Not many people can get under Donald Trump s skin like billionaire and Shark Tank investor Mark Cuban. Not only did Cuban become a massively outspoken supporter of Hillary Clinton during her presidential campaign, but he s blasted Trump more times than we can count. On Sunday, Cuban was back at it again as he called Trump the Zoolander president and made an announcement that s going to have Trump s little hands shaking.In an appearance at the South by Southwest festival in Austin, Texas, Cuban admitted that he d originally liked Trump that is, until he got to know him. Then, Cuban likened the undeserving POTUS to the incompetent, self-centered movie character Zoolander. Cuban also made fun of Trump s complete lack of intelligence as he joked: Just think how efficient he could be if he learned how to use a search engine. I love the guy because he s the only human being who trolls himself and doesn t know it. Here s a video of Cuban s comments:This recent attack follows a long history of others, each one carrying a sting strong enough to make Trump retaliate and embarrass himself. Last year, Cuban challenged Trump to a four-hour interview about policy, and even offered to donate $1o million to whatever charity Trump wanted and Trump obviously didn t have the courage to take him up on that. Instead, Trump went on Twitter and said Cuban wasn t smart enough to understand what s going on. Just last month, Trump tweeted that Cuban wasn t smart enough to run for president. Given the fact that Cuban supports policies that are much more grounded in reality, many of us would disagree. Cuban believes in climate change and environmental responsibility, and he is against Trump s immigration policies and thinks all Americans should have health care.Cuban also took another jab at Trump, stating that in the next election, we will need someone who can look forward, instead of acting like it s 1975. Cuban was asked if he would run for president in the future, and he said something that will truly terrify Trump: I ve got a lot of time to decide and we ll see what happens. Trump, who is delusional enough to think he ll actually serve eight years like former President Barack Obama, is NOT going to be happy about that! Featured image via Mike Windle and Drew Angerer / Getty Images",0,Fake,5
"Senator Rand Paul says would consider partial repeal of Obamacare WASHINGTON - U.S. Republican Senator Rand Paul said on Sunday that he remains open to supporting the Senate healthcare bill but only under certain circumstances. “If we get to impasse, if we go to a bill that is more repeal and less big government programs, yes I’ll consider partial repeal,” Paul said in an interview with ABC’s “This Week.” However, he added that the current bill as proposed “is not anywhere close to repeal.”",1,Real,1
"Trump Rips Sessions Over Russia, Says He Never Should Have Made Him AG Donald Trump is obsessed with the Russia investigation. He has a right to be; after all, this is the modern day cancer on the presidency that Richard Nixon was warned about, and we all know what happened there. However, Nixon knew how to keep his mouth shut, and Trump definitely doesn t.In a new interview with the New York Times, Trump rails against Attorney General Jeff Sessions regarding Sessions decision to recuse himself from all things related to Russia. Of course, Sessions really had no choice after it was revealed that he lied to the Senate committee about his own meeting with the Russian Ambassador in order to get confirmed as Attorney General. That matters not to Trump, though. He says he would never have appointed Sessions had he known there would be a recusal. Trump told the Times: Jeff Sessions takes the job, gets into the job, recuses himself, which frankly I think is very unfair to the president. How do you take a job and then recuse yourself? If he would have recused himself before the job, I would have said, Thanks, Jeff, but I m not going to take you. It s extremely unfair and that s a mild word to the president. Here is audio of that clip:Newsflash, you 71-year-old toddler: It is not Jeff Sessions job to engage in an investigation in which he has a clear conflict of interest. Further, had he done that with the intention of providing cover for you and your criminal family, he would be in legal trouble himself. Jeff Sessions is a lawyer, and he knew this. It seems that you literally expect your officials to risk losing law licenses or even going to jail over loyalty to you.This administration is literally cannibalistic. The second anyone does anything that is even perceived as being harmful to Trump, or disloyal as he likes to call it, they fall out of favor and Trump starts threatening them.I d be willing to bet that right about now, Sessions is wishing he had never helped get Trump elected, much less taken a job in his administration. In Donald Trump s world, the only person who is safe is Donald Trump himself.Featured image via Shawn Thew-Pool/Getty Images",0,Fake,5
"EXPOSED: Trump Staffers Feed Him A Steady Diet Of Fake News Trump can t handle the truth, and apparently one of the benefits of being the president is that he never needs to.Politico reported earlier that Trump staffers have been instructed to tell him only what he wants to hear, and that includes a steady diet of fake news. Most recently, staffers handed Trump a photoshopped cover of Time magazine that purports to be about global cooling.The president fell for the fake news, hook, line, and sinker.The photoshopped Time cover that Trump staffers tricked the president with.Trump s inability to tell real news from fake is starting to impact his policy and concern top staffers.Reince Priebus, the former head of the RNC who is currently working as chief of staff in the White House, is reportedly concerned over the president.According to reports from within the White House, he is putting strict rules in place to try to stop Trump from being fooled by fake news. Politico revealed that Priebus is worried made-up stories from alt-right news sites are impacting Trump s already-shaky decision-making abilities.But it s unclear whether or not it s working since Trump seems to go out of his way to get the fake news he wants from Twitter and delivered by other staffers.The situation in the Oval Office is bad enough that Priebus has tried to put controls in place, but there s no way to stop the president. Trump s overarching narcissism and inflated ego means that he only wants to read and watch things that reinforce his point of view.One of the best examples of Trump s fake news addiction is the way that he parrots Fox s cringeworthy morning show, Fox and Friends. More than once, Trump has been busted tweeting his thoughts on a story that s just run on Fox and Friends.Such amazing reporting on unmasking and the crooked scheme against us by @foxandfriends. ""Spied on before nomination."" The real story. Donald J. Trump April 3, 2017According to Politico, staffers have gotten the message. Now they re spoon-feeding Trump exactly what he wants to hear. We deserve better from our president.Featured image via Spencer Platt/Getty Images",0,Fake,5
"Republicans see tax reform complicated by Trump deal with Democrats WASHINGTON - U.S. Republican party lawmakers warned on Friday that President Donald Trump’s legislative deal with Democrats to help hurricane victims and keep the government running for another three months could complicate his next big priority - tax reform. Trump’s sudden shift in strategy hands a clear victory to Senate Democratic leader Chuck Schumer and House Democratic leader Nancy Pelosi and that could slow the Republicans’ legislative agenda, they said. “This kind of creates complications relative to tax reform,” said Representative Ryan Costello from Pennsylvania. “It seems to me that there’s an element of unpredictability from one issue to the next and this week is sort of a reflection of that.” “There was a lot of work going into how this was going to take shape in September. And that was entirely undermined … seemingly very spontaneously.” Following Trump’s deal with Democratic leaders, the House of Representatives on Friday approved legislation that provides $15.25 billion in emergency disaster aid for the victims of Hurricane Harvey, which battered coastal areas of Texas and Louisiana last week, and Hurricane Irma, which is expected to pound Florida in coming days. Already approved by the Senate on Thursday, the deal also raises the U.S. government’s debt ceiling and allows it to continue financing federal spending programs until Dec. 8, the new deadline for a deal on both issues. But some Republicans fear the Democrats will be able to use their negotiating clout in early December to resist changes on key tax issues, especially the corporate tax rate, which Trump wants to cut from 35 percent to 15 percent. Republican Senator Ben Sasse said the experience of watching Trump empower Democrats had been “embarrassing” for a Republican-controlled Congress and that the deal made Schumer “the most powerful man in America.” Sasse was one of 17 Senate Republicans who voted against the deal on Thursday. In the House, all 90 “no” votes came from Republicans but the deal passed comfortably with 183 Democrats and 133 Republicans in favor. The White House said Trump’s shift in strategy this week clears away complicated issues like the debt ceiling and government funding, both of which had to be resolved in September, so Congress can concentrate more fully on tax reform, which Republicans want to complete by the end of the year. After the failure of Republican efforts to overturn former President Barack Obama’s Affordable Care Act in July, Trump and lawmakers need a legislative victory to shore up their hopes of maintaining Republican majorities in next year’s midterm elections. Some House Republicans are already frustrated by a lack of details on tax reform from the administration. They hope to see more as soon as next week, though some are skeptical. “My expectations are low. I think if they had something big they’d be floating elements of it now,” said Representative Darrell Issa. How House Republicans respond to the tax plan will help determine the challenges they may face passing a fiscal year 2018 budget resolution that is critical to the Republican strategy for tax reform. The budget contains a procedural rule that would allow Republicans to enact tax legislation with a simple majority in the Senate, which they control by a 52-48 margin. Republican aides said House leaders had expected to bring the budget to the floor next week, but the document now needs changes to include government revenue projections that take into account current tax policy and the failure to repeal Obamacare, aides say. Members of the conservative House Freedom Caucus, a formidable bloc in the House, have said they will not support the budget until they see the tax reform plan and want the resolution to contain more cuts to federal spending than the $203 billion over a decade that it already contains. It was not clear whether the budget resolution could now suffer from conservative anger over Friday’s vote. Many conservatives have long called for lawmakers to couple any measures that raise the U.S. debt ceiling with reforms to cut spending. The deal that passed on Friday did the opposite by attaching an increase in the debt ceiling to more spending to keep the government open, as well as adding money for hurricane relief without making any spending cuts elsewhere. “I love President Trump and I’m with him probably 90 or 95 percent of the time. But I don’t think it’s appropriate to raise the debt ceiling with a $19 trillion public debt and not have any effort to change the way we spend money here in Washington,” said Joe Barton, a House Freedom Caucus member. Mark Meadows, who chairs the House Freedom Caucus, said he did not feel betrayed by Trump and that the legislation was a “unique situation” brought about by the massive storm damage in Texas and Louisiana. “Because of hurricane relief, there wasn’t a whole lot of options,” Meadows said on MSNBC. But, he added: “Our grassroots are very confused.”",1,Real,1
